territory_id,comunidad_code,province_code,province_name,poll_boxes,census_total,census_counted,census_counted_percentage,voters,voters_percentage,abstention,abstention_percentage,blank_votes,blank_votes_percentage,null_votes,null_votes_percentage,deputies_total,party 1,seats 1,party 2,seats 2,party 3,seats 3,party 4,seats 4,party 5,seats 5,party 6,seats 6,party 7,seats 7,party 8,seats 8,party 9,seats 9,party 10,seats 10,party 11,seats 11,party 12,seats 12,party 13,seats 13,party 14,seats 14,party 15,seats 15,party 16,seats 16,party 17,seats 17,party 18,seats 18,party 19,seats 19,party 20,seats 20,party 21,seats 21,party 22,seats 22,party 23,seats 23,party 24,seats 24,party 25,seats 25,party 26,seats 26,party 27,seats 27,party 28,seats 28,party 29,seats 29,party 30,seats 30,party 31,seats 31,party 32,seats 32,party 33,seats 33,party 34,seats 34,party 35,seats 35,party 36,seats 36,party 37,seats 37,party 38,seats 38,party 39,seats 39,party 40,seats 40,party 41,seats 41,party 42,seats 42,party 43,seats 43,party 44,seats 44,party 45,seats 45,party 46,seats 46,party 47,seats 47,party 48,seats 48,party 49,seats 49,party 50,seats 50,party 51,seats 51,party 52,seats 52,party 53,seats 53,party 54,seats 54,party 55,seats 55,party 56,seats 56,party 57,seats 57,party 58,seats 58,party 59,seats 59,party 60,seats 60,party 61,seats 61,party 62,seats 62,party 63,seats 63,party 64,seats 64,party 65,seats 65,party 66,seats 66,party 67,seats 67,party 68,seats 68,party 69,seats 69,party 70,seats 70,party 71,seats 71,party 72,seats 72,party 73,seats 73,party 74,seats 74,party 75,seats 75,party 76,seats 76,party 77,seats 77,party 78,seats 78,party 79,seats 79,party 80,seats 80
TO,99,99,Total nacional,60038,34799107,04874166,01401,03307399,06786,01566767,03214,00020152,00061,00025802,00078,350,PACMA,068,PCTE,034,RECORTES CERO-GV,034,PUM+J,029,VOX,024,PCOE,014,IZQP,013,PCPE,012,PH,010,EB,009,PP,008,Cs,008,FRONT REPUBLICÀ,007,AxSI,007,JxCAT-JUNTS,005,PACT,005,PCPA,005,AHORA CANARIAS,005,PREPAL,005,PODEMOS-IU-EQUO,004,PSOE,004,ECP-GUANYEM EL CANVI,004,CCa-PNC,004,UIG-SOM-CUIDES,003,C.Ex-C.R.Ex-P.R.Ex,003,DPL,002,DP,002,RISA,002,SOMOS REGIÓN,002,EL PI,002,VOU,002,PCPC,002,PDSJE-UDEC,002,IZAR,001,ERC-SOBIRANISTES,001,COMPROMÍS 2019,001,UNIÓN REGIONALISTA,001,PRC,001,SOLIDARIA,001,NA+,001,P-LIB,001,C 21,001,FE de las JONS,001,EAJ-PNV,000,CILU-LINARES,000,ERPV,000,PYLN,000,EN MAREA,000,NCa,000,EH Bildu,000,BNG,000,PPSO,000,FIA,000,AVANT ADELANTE LOS VERDES,000,PR+,000,CpM,000,CxG,000,ARA-MES-ESQUERRA,000,UDT,000,centrados,000,ANDECHA ASTUR,000,+MAS+,000,GBAI,000,CNV,000,F8,000,JF,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000,0000000000000000000000000000000000000000000000000000000,000
